run,kind,text,prompt_index,image_index,seed,distance_to_base,distance_to_vanilla,image_path,base_image_path,vanilla_image_path
residual_gate_q75_keep05,subject,a photo of sks vase in a room,1,0,100,16.393505,13.017574,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
residual_gate_q75_keep05,subject,a photo of sks vase in a room,1,1,101,25.061698,22.644945,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
residual_gate_q75_keep05,class,a photo of a vase,2,0,200,36.558966,43.409451,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
residual_gate_q75_keep05,class,a photo of a vase,2,1,201,16.341412,17.843103,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
residual_gate_q75_keep05,class,a vase on a wooden table,3,0,300,21.393958,15.439017,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
residual_gate_q75_keep05,class,a vase on a wooden table,3,1,301,12.303603,12.771952,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase on a wooden table,0,0,0,28.468961,31.233716,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase on a wooden table,0,1,1,20.151396,23.831898,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase in a room,1,0,100,18.566762,10.452276,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
residual_gate_q90_keep05,subject,a photo of sks vase in a room,1,1,101,22.926811,17.716324,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
residual_gate_q90_keep05,class,a photo of a vase,2,0,200,44.508638,41.110055,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
residual_gate_q90_keep05,class,a photo of a vase,2,1,201,16.605217,17.631070,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
residual_gate_q90_keep05,class,a vase on a wooden table,3,0,300,19.849004,11.686885,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
residual_gate_q90_keep05,class,a vase on a wooden table,3,1,301,15.310880,9.333309,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase on a wooden table,0,0,0,36.131833,29.628680,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase on a wooden table,0,1,1,26.437719,21.254974,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase in a room,1,0,100,23.631017,14.796786,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha025,subject,a photo of sks vase in a room,1,1,101,36.464411,30.543859,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha025,class,a photo of a vase,2,0,200,47.309797,37.386592,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha025,class,a photo of a vase,2,1,201,23.243903,8.164944,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha025,class,a vase on a wooden table,3,0,300,26.000085,11.098070,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha025,class,a vase on a wooden table,3,1,301,16.956740,11.476163,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase on a wooden table,0,0,0,34.625535,31.520654,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase on a wooden table,0,1,1,27.297382,24.264797,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase in a room,1,0,100,30.876198,26.037402,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha05,subject,a photo of sks vase in a room,1,1,101,34.305714,31.556080,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha05,class,a photo of a vase,2,0,200,43.035342,34.059789,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha05,class,a photo of a vase,2,1,201,23.266176,16.089959,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha05,class,a vase on a wooden table,3,0,300,24.651979,17.803979,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha05,class,a vase on a wooden table,3,1,301,14.590556,11.026984,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha060,subject,a photo of sks vase on a wooden table,0,0,0,35.522238,30.671897,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha060,subject,a photo of sks vase on a wooden table,0,1,1,28.545701,25.269454,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha060,subject,a photo of sks vase in a room,1,0,100,32.903267,28.515457,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha060,subject,a photo of sks vase in a room,1,1,101,29.744139,30.335522,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha060,class,a photo of a vase,2,0,200,16.804750,46.460560,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha060,class,a photo of a vase,2,1,201,22.803154,17.669599,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha060,class,a vase on a wooden table,3,0,300,22.901746,19.300557,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha060,class,a vase on a wooden table,3,1,301,14.896940,13.730050,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha060/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha065,subject,a photo of sks vase on a wooden table,0,0,0,32.619007,32.775176,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha065,subject,a photo of sks vase on a wooden table,0,1,1,26.789553,26.018089,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha065,subject,a photo of sks vase in a room,1,0,100,30.467987,25.798793,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha065,subject,a photo of sks vase in a room,1,1,101,35.224976,31.895297,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha065,class,a photo of a vase,2,0,200,17.031233,47.910280,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha065,class,a photo of a vase,2,1,201,19.528186,18.739573,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha065,class,a vase on a wooden table,3,0,300,23.354721,18.624102,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha065,class,a vase on a wooden table,3,1,301,11.111023,14.064233,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha065/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha070,subject,a photo of sks vase on a wooden table,0,0,0,32.547736,31.780092,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha070,subject,a photo of sks vase on a wooden table,0,1,1,26.824066,25.067599,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha070,subject,a photo of sks vase in a room,1,0,100,32.226391,28.050897,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha070,subject,a photo of sks vase in a room,1,1,101,29.319839,30.106300,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha070,class,a photo of a vase,2,0,200,41.525094,36.228652,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha070,class,a photo of a vase,2,1,201,21.524546,18.745870,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha070,class,a vase on a wooden table,3,0,300,26.833505,25.502562,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
