subject_id,image_id,image_path,source_group,reference_regime,hardness_axis,source_standard_image,variant_id,transform_parameters,class_name,class_prompt,class_context_prompt,conditioning_key,conditioning_prompt
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",backpack,a photo of a backpack,a photo of a backpack on a table,class,a photo of a backpack
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",backpack,a photo of a backpack,a photo of a backpack on a table,class_context,a photo of a backpack on a table
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",backpack,a photo of a backpack,a photo of a backpack on a table,null,
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",backpack,a photo of a backpack,a photo of a backpack on a table,class,a photo of a backpack
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",backpack,a photo of a backpack,a photo of a backpack on a table,class_context,a photo of a backpack on a table
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",backpack,a photo of a backpack,a photo of a backpack on a table,null,
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,class,a photo of a backpack
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,class_context,a photo of a backpack on a table
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,null,
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,class,a photo of a backpack
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,class_context,a photo of a backpack on a table
backpack,00,data/cache/off_prior_measurement_v0/hard_references/backpack/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/backpack/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",backpack,a photo of a backpack,a photo of a backpack on a table,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",cat,a photo of a cat,a photo of a cat indoors,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",cat,a photo of a cat,a photo of a cat indoors,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",cat,a photo of a cat,a photo of a cat indoors,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",cat,a photo of a cat,a photo of a cat indoors,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,null,
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,class,a photo of a cat
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,class_context,a photo of a cat indoors
cat,00,data/cache/off_prior_measurement_v0/hard_references/cat/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/cat/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",cat,a photo of a cat,a photo of a cat indoors,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
colorful_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/colorful_sneaker/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/colorful_sneaker/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
